stem,term_id,n_tokens,n_docs,pos_mode,pos_coarse,example_word,tf,df,idf,tfidf_mean,tfidf_sum,tfidf_median,tfidf_max
establish,296,219,4,VBN,VERB,established,0.0006417431972290759,4,0.0,,0.0,,0.0
mission,297,219,4,NNP,NOUN,mission,0.0006417431972290759,4,0.0,,0.0,,0.0
usual,298,219,4,RB,ADV,usually,0.0006417431972290759,4,0.0,,0.0,,0.0
offer,299,218,4,VBN,VERB,offered,0.0006388128629951532,4,0.0,,0.0,,0.0
păk,300,217,1,NNP,NOUN,Păk,0.0006358825287612305,1,0.6020599913279624,0.0012097170143721906,0.0012097170143721906,0.0012097170143721906,0.0012097170143721906
subject,301,216,4,NNS,NOUN,subject,0.0006329521945273078,4,0.0,,0.0,,0.0
purpos,302,216,4,NN,NOUN,purpose,0.0006329521945273078,4,0.0,,0.0,,0.0
often,303,216,4,RB,ADV,often,0.0006329521945273078,4,0.0,,0.0,,0.0
other,304,216,4,NNS,NOUN,others,0.0006329521945273078,4,0.0,,0.0,,0.0
throne,305,215,4,NN,NOUN,throne,0.0006300218602933851,4,0.0,,0.0,,0.0
je,306,215,2,NN,NOUN,je,0.0006300218602933851,2,0.3010299956639812,0.0002991494465212147,0.0005982988930424294,0.0002991494465212147,0.0005937090416158448
cours,307,214,4,NN,NOUN,course,0.0006270915260594624,4,0.0,,0.0,,0.0
account,308,214,4,NN,NOUN,account,0.0006270915260594624,4,0.0,,0.0,,0.0
song,309,214,4,NNP,NOUN,Song,0.0006270915260594624,4,0.0,,0.0,,0.0
march,310,214,4,NN,NOUN,march,0.0006270915260594624,4,0.0,,0.0,,0.0
continu,311,214,4,VBD,VERB,continued,0.0006270915260594624,4,0.0,,0.0,,0.0
exist,312,213,4,NN,VERB,existence,0.0006241611918255396,4,0.0,,0.0,,0.0
get,313,212,4,VB,VERB,get,0.0006212308575916169,4,0.0,,0.0,,0.0
differ,314,212,4,JJ,ADJ,different,0.0006212308575916169,4,0.0,,0.0,,0.0
send,315,210,4,VB,VERB,send,0.0006153701891237715,4,0.0,,0.0,,0.0
ever,316,210,4,RB,ADV,ever,0.0006153701891237715,4,0.0,,0.0,,0.0
paper,317,210,4,NN,NOUN,paper,0.0006153701891237715,4,0.0,,0.0,,0.0
chō,318,209,1,NNP,NOUN,Chō,0.0006124398548898487,1,0.6020599913279624,0.000959278948156193,0.000959278948156193,0.000959278948156193,0.000959278948156193
effect,319,209,4,NN,NOUN,effect,0.0006124398548898487,4,0.0,,0.0,,0.0
told,320,208,4,VBD,VERB,told,0.000609509520655926,4,0.0,,0.0,,0.0
either,321,208,4,DT,OTHER,either,0.000609509520655926,4,0.0,,0.0,,0.0
hope,322,207,4,NN,NOUN,hope,0.0006065791864220033,4,0.0,,0.0,,0.0
half,323,207,4,NN,NOUN,half,0.0006065791864220033,4,0.0,,0.0,,0.0
hour,324,206,4,NN,NOUN,hour,0.0006036488521880806,4,0.0,,0.0,,0.0
ad,325,205,4,NNP,VERB,Added,0.0006007185179541578,4,0.0,,0.0,,0.0
twenti,326,204,4,NN,NOUN,twenty,0.0005977881837202351,4,0.0,,0.0,,0.0
kind,327,203,4,NN,NOUN,kind,0.0005948578494863124,4,0.0,,0.0,,0.0
accord,328,202,4,VBG,VERB,according,0.0005919275152523897,4,0.0,,0.0,,0.0
close,329,201,4,RB,ADV,close,0.000588997181018467,4,0.0,,0.0,,0.0
ito,330,201,2,NNP,NOUN,Ito,0.000588997181018467,2,0.3010299956639812,0.0003094295282917599,0.0006188590565835198,0.0003094295282917599,0.0005775503937442579
report,331,201,4,NN,NOUN,report,0.000588997181018467,4,0.0,,0.0,,0.0
plan,332,200,4,NN,NOUN,plan,0.0005860668467845443,4,0.0,,0.0,,0.0
repres,333,200,4,NNS,NOUN,represented,0.0005860668467845443,4,0.0,,0.0,,0.0
fell,334,200,4,VBD,VERB,fell,0.0005860668467845443,4,0.0,,0.0,,0.0
charg,335,200,4,NN,NOUN,charge,0.0005860668467845443,4,0.0,,0.0,,0.0
desir,336,199,4,NN,VERB,desire,0.0005831365125506216,4,0.0,,0.0,,0.0
chapter,337,199,4,NN,NOUN,CHAPTER,0.0005831365125506216,4,0.0,,0.0,,0.0
street,338,199,4,NNS,NOUN,streets,0.0005831365125506216,4,0.0,,0.0,,0.0
author,339,198,4,NN,NOUN,authority,0.0005802061783166987,4,0.0,,0.0,,0.0
alway,340,198,4,RB,ADV,always,0.0005802061783166987,4,0.0,,0.0,,0.0
hill,341,196,4,NNS,NOUN,hills,0.0005743455098488533,4,0.0,,0.0,,0.0
ground,342,196,4,NN,NOUN,ground,0.0005743455098488533,4,0.0,,0.0,,0.0
ancient,343,195,4,JJ,ADJ,ancient,0.0005714151756149306,4,0.0,,0.0,,0.0
busi,344,194,4,NN,NOUN,business,0.0005684848413810079,4,0.0,,0.0,,0.0
practic,345,194,4,RB,NOUN,practically,0.0005684848413810079,4,0.0,,0.0,,0.0
prepar,346,193,4,VBN,VERB,prepared,0.0005655545071470852,4,0.0,,0.0,,0.0
honor,347,193,4,NN,NOUN,honor,0.0005655545071470852,4,0.0,,0.0,,0.0
nobl,348,193,4,JJ,ADJ,noble,0.0005655545071470852,4,0.0,,0.0,,0.0
togeth,349,193,4,RB,ADV,together,0.0005655545071470852,4,0.0,,0.0,,0.0
immedi,350,193,4,RB,ADV,immediately,0.0005655545071470852,4,0.0,,0.0,,0.0
obtain,351,193,4,VBN,VERB,obtained,0.0005655545071470852,4,0.0,,0.0,,0.0
kept,352,192,4,VBN,VERB,kept,0.0005626241729131625,4,0.0,,0.0,,0.0
cut,353,192,4,VBN,VERB,cut,0.0005626241729131625,4,0.0,,0.0,,0.0
regard,354,192,4,NN,VERB,regard,0.0005626241729131625,4,0.0,,0.0,,0.0
event,355,191,4,NNS,NOUN,events,0.0005596938386792398,4,0.0,,0.0,,0.0
fear,356,191,4,NN,NOUN,fear,0.0005596938386792398,4,0.0,,0.0,,0.0
sen,357,191,1,NN,NOUN,sen,0.0005596938386792398,1,0.6020599913279624,0.0008766616224776692,0.0008766616224776692,0.0008766616224776692,0.0008766616224776692
northern,358,191,4,JJ,ADJ,northern,0.0005596938386792398,4,0.0,,0.0,,0.0
face,359,191,4,NN,NOUN,face,0.0005596938386792398,4,0.0,,0.0,,0.0
kim,360,190,4,NNP,NOUN,Kim,0.0005567635044453171,4,0.0,,0.0,,0.0
respect,361,190,4,NN,NOUN,respect,0.0005567635044453171,4,0.0,,0.0,,0.0
full,362,190,4,JJ,ADJ,full,0.0005567635044453171,4,0.0,,0.0,,0.0
governor,363,190,4,NN,NOUN,governor,0.0005567635044453171,4,0.0,,0.0,,0.0
ship,364,189,4,NNS,NOUN,ships,0.0005538331702113943,4,0.0,,0.0,,0.0
shall,365,188,4,MD,OTHER,shall,0.0005509028359774716,4,0.0,,0.0,,0.0
stand,366,187,4,VBG,VERB,stand,0.0005479725017435489,4,0.0,,0.0,,0.0
control,367,187,4,NN,NOUN,control,0.0005479725017435489,4,0.0,,0.0,,0.0
special,368,187,4,JJ,ADJ,special,0.0005479725017435489,4,0.0,,0.0,,0.0
demand,369,186,4,NN,VERB,demand,0.0005450421675096261,4,0.0,,0.0,,0.0
port,370,186,4,NN,NOUN,port,0.0005450421675096261,4,0.0,,0.0,,0.0
favor,371,185,4,NN,NOUN,favor,0.0005421118332757034,4,0.0,,0.0,,0.0
possess,372,185,4,NN,VERB,possession,0.0005421118332757034,4,0.0,,0.0,,0.0
crowd,373,184,4,NN,NOUN,crowd,0.0005391814990417807,4,0.0,,0.0,,0.0
saw,374,183,4,VBD,VERB,saw,0.000536251164807858,4,0.0,,0.0,,0.0
depart,375,182,4,NNP,NOUN,Department,0.0005333208305739353,4,0.0,,0.0,,0.0
inde,376,182,4,RB,ADV,indeed,0.0005333208305739353,4,0.0,,0.0,,0.0
rather,377,182,4,RB,ADV,rather,0.0005333208305739353,4,0.0,,0.0,,0.0
best,378,181,4,JJS,ADJ,best,0.0005303904963400125,4,0.0,,0.0,,0.0
allow,379,181,4,VBN,VERB,allowed,0.0005303904963400125,4,0.0,,0.0,,0.0
morn,380,180,4,NN,NOUN,morning,0.0005274601621060898,4,0.0,,0.0,,0.0
world,381,180,4,NN,NOUN,world,0.0005274601621060898,4,0.0,,0.0,,0.0
second,382,180,4,JJ,ADJ,second,0.0005274601621060898,4,0.0,,0.0,,0.0
hold,383,180,4,VB,VERB,hold,0.0005274601621060898,4,0.0,,0.0,,0.0
six,384,180,4,CD,OTHER,six,0.0005274601621060898,4,0.0,,0.0,,0.0
polici,385,179,4,NN,NOUN,policy,0.0005245298278721671,4,0.0,,0.0,,0.0
yŭng,386,179,1,SYM,OTHER,yŭng,0.0005245298278721671,1,0.6020599913279624,0.0009978771685374291,0.0009978771685374291,0.0009978771685374291,0.0009978771685374291
strong,387,178,4,JJ,ADJ,strong,0.0005215994936382444,4,0.0,,0.0,,0.0
rule,388,178,4,NN,NOUN,rule,0.0005215994936382444,4,0.0,,0.0,,0.0
variou,389,178,4,JJ,ADJ,various,0.0005215994936382444,4,0.0,,0.0,,0.0
refus,390,177,4,VBD,VERB,refused,0.0005186691594043217,4,0.0,,0.0,,0.0
increas,391,177,4,NN,VERB,increased,0.0005186691594043217,4,0.0,,0.0,,0.0
titl,392,176,4,NN,NOUN,title,0.000515738825170399,4,0.0,,0.0,,0.0
true,393,176,4,JJ,ADJ,true,0.000515738825170399,4,0.0,,0.0,,0.0
system,394,175,4,NN,NOUN,system,0.0005128084909364762,4,0.0,,0.0,,0.0
reign,395,175,4,NN,NOUN,reign,0.0005128084909364762,4,0.0,,0.0,,0.0
fusan,396,175,4,NNP,NOUN,Fusan,0.0005128084909364762,4,0.0,,0.0,,0.0
unit,397,174,4,NNP,NOUN,United,0.0005098781567025535,4,0.0,,0.0,,0.0
wang,398,174,3,NNP,NOUN,Wang,0.0005098781567025535,3,0.12493873660829993,6.506537830627361e-05,0.00019519613491882085,3.238432778856919e-05,0.00015501945133717467
tiger,399,174,4,NN,NOUN,tiger,0.0005098781567025535,4,0.0,,0.0,,0.0
earli,400,174,4,JJ,ADJ,early,0.0005098781567025535,4,0.0,,0.0,,0.0
popul,401,173,4,NN,NOUN,population,0.0005069478224686307,4,0.0,,0.0,,0.0
templ,402,173,4,NN,NOUN,temple,0.0005069478224686307,4,0.0,,0.0,,0.0
eight,403,173,4,CD,OTHER,eight,0.0005069478224686307,4,0.0,,0.0,,0.0
care,404,173,4,RB,ADV,care,0.0005069478224686307,4,0.0,,0.0,,0.0
fine,405,172,4,JJ,ADJ,fine,0.000504017488234708,4,0.0,,0.0,,0.0
religion,406,172,4,NN,NOUN,religion,0.000504017488234708,4,0.0,,0.0,,0.0
travel,407,172,4,NN,NOUN,travelling,0.000504017488234708,4,0.0,,0.0,,0.0
sinc,408,172,4,IN,OTHER,since,0.000504017488234708,4,0.0,,0.0,,0.0
better,409,171,4,JJR,ADJ,better,0.0005010871540007853,4,0.0,,0.0,,0.0
prison,410,171,4,NN,NOUN,prison,0.0005010871540007853,4,0.0,,0.0,,0.0
cover,411,171,4,VBN,VERB,covered,0.0005010871540007853,4,0.0,,0.0,,0.0
situat,412,171,4,NN,NOUN,situation,0.0005010871540007853,4,0.0,,0.0,,0.0
dress,413,171,4,NN,NOUN,dress,0.0005010871540007853,4,0.0,,0.0,,0.0
bring,414,171,4,VB,VERB,bring,0.0005010871540007853,4,0.0,,0.0,,0.0
camp,415,170,4,NN,NOUN,camp,0.0004981568197668626,4,0.0,,0.0,,0.0
border,416,170,4,NN,NOUN,border,0.0004981568197668626,4,0.0,,0.0,,0.0
french,417,170,3,JJ,ADJ,French,0.0004981568197668626,3,0.12493873660829993,5.713092991639058e-05,0.00017139278974917174,2.077961544820531e-05,0.0001362046727578057
mind,418,170,4,NN,NOUN,mind,0.0004981568197668626,4,0.0,,0.0,,0.0
monk,419,169,4,NNS,NOUN,monks,0.0004952264855329399,4,0.0,,0.0,,0.0
western,420,169,4,JJ,ADJ,western,0.0004952264855329399,4,0.0,,0.0,,0.0
entir,421,169,4,JJ,ADJ,entire,0.0004952264855329399,4,0.0,,0.0,,0.0
red,422,168,4,JJ,ADJ,red,0.0004922961512990172,4,0.0,,0.0,,0.0
faith,423,168,4,NN,NOUN,faith,0.0004922961512990172,4,0.0,,0.0,,0.0
appoint,424,167,4,VBN,VERB,appointed,0.0004893658170650945,4,0.0,,0.0,,0.0
field,425,167,4,NN,NOUN,field,0.0004893658170650945,4,0.0,,0.0,,0.0
necessari,426,167,4,JJ,ADJ,necessary,0.0004893658170650945,4,0.0,,0.0,,0.0
territori,427,167,4,NN,NOUN,territory,0.0004893658170650945,4,0.0,,0.0,,0.0
outsid,428,166,4,IN,OTHER,outside,0.0004864354828311717,4,0.0,,0.0,,0.0
direct,429,165,4,NN,NOUN,direction,0.000483505148597249,4,0.0,,0.0,,0.0
move,430,165,4,VBD,VERB,move,0.000483505148597249,4,0.0,,0.0,,0.0
children,431,165,4,NNS,NOUN,children,0.000483505148597249,4,0.0,,0.0,,0.0
invad,432,164,4,NNS,NOUN,invaders,0.0004805748143633263,4,0.0,,0.0,,0.0
independ,433,164,4,NN,NOUN,independence,0.0004805748143633263,4,0.0,,0.0,,0.0
money,434,164,4,NN,NOUN,money,0.0004805748143633263,4,0.0,,0.0,,0.0
know,435,164,4,VB,VERB,know,0.0004805748143633263,4,0.0,,0.0,,0.0
improv,436,164,4,NN,NOUN,improvement,0.0004805748143633263,4,0.0,,0.0,,0.0
fight,437,164,4,NN,NOUN,fight,0.0004805748143633263,4,0.0,,0.0,,0.0
dæmon,438,164,1,NN,NOUN,dæmon,0.0004805748143633263,1,0.6020599913279624,0.0010263701892681556,0.0010263701892681556,0.0010263701892681556,0.0010263701892681556
age,439,163,4,NN,NOUN,age,0.00047764448012940357,4,0.0,,0.0,,0.0
origin,440,163,4,NN,NOUN,origin,0.00047764448012940357,4,0.0,,0.0,,0.0
eye,441,163,4,NNS,NOUN,eyes,0.00047764448012940357,4,0.0,,0.0,,0.0
need,442,162,4,NN,VERB,need,0.00047471414589548086,4,0.0,,0.0,,0.0
west,443,162,4,NN,NOUN,west,0.00047471414589548086,4,0.0,,0.0,,0.0
complet,444,161,4,JJ,ADJ,complete,0.0004717838116615581,4,0.0,,0.0,,0.0
district,445,161,4,NNS,NOUN,districts,0.0004717838116615581,4,0.0,,0.0,,0.0
meet,446,159,4,VB,VERB,meet,0.00046592314319371267,4,0.0,,0.0,,0.0
fled,447,159,4,VBD,VERB,fled,0.00046592314319371267,4,0.0,,0.0,,0.0
besid,448,159,4,IN,OTHER,besides,0.00046592314319371267,4,0.0,,0.0,,0.0
boy,449,159,4,NN,NOUN,boy,0.00046592314319371267,4,0.0,,0.0,,0.0
built,450,159,4,VBN,VERB,built,0.00046592314319371267,4,0.0,,0.0,,0.0
question,451,159,4,NN,NOUN,question,0.00046592314319371267,4,0.0,,0.0,,0.0
bear,452,158,4,VBG,VERB,bearing,0.00046299280895978996,4,0.0,,0.0,,0.0
english,453,158,4,NNP,NOUN,English,0.00046299280895978996,4,0.0,,0.0,,0.0
light,454,158,4,NN,NOUN,light,0.00046299280895978996,4,0.0,,0.0,,0.0
book,455,157,4,NNS,NOUN,books,0.00046006247472586725,4,0.0,,0.0,,0.0
across,456,157,4,IN,OTHER,across,0.00046006247472586725,4,0.0,,0.0,,0.0
invas,457,156,4,NN,NOUN,invasion,0.00045713214049194453,4,0.0,,0.0,,0.0
sign,458,156,4,NNS,NOUN,sign,0.00045713214049194453,4,0.0,,0.0,,0.0
servic,459,156,4,NN,NOUN,service,0.00045713214049194453,4,0.0,,0.0,,0.0
industri,460,156,4,JJ,NOUN,industry,0.00045713214049194453,4,0.0,,0.0,,0.0
wife,461,155,4,NN,NOUN,wife,0.00045420180625802177,4,0.0,,0.0,,0.0
rich,462,155,4,JJ,ADJ,rich,0.00045420180625802177,4,0.0,,0.0,,0.0
audienc,463,155,4,NN,NOUN,audience,0.00045420180625802177,4,0.0,,0.0,,0.0
murder,464,155,4,NN,NOUN,murdered,0.00045420180625802177,4,0.0,,0.0,,0.0
especi,465,155,4,RB,ADV,especially,0.00045420180625802177,4,0.0,,0.0,,0.0
surround,466,154,4,VBN,VERB,surrounded,0.00045127147202409906,4,0.0,,0.0,,0.0
southern,467,154,4,JJ,ADJ,southern,0.00045127147202409906,4,0.0,,0.0,,0.0
met,468,154,4,VBD,VERB,met,0.00045127147202409906,4,0.0,,0.0,,0.0
rais,469,153,4,VBD,VERB,raised,0.00044834113779017635,4,0.0,,0.0,,0.0
tree,470,153,4,NNS,NOUN,trees,0.00044834113779017635,4,0.0,,0.0,,0.0
bank,471,153,4,NN,NOUN,bank,0.00044834113779017635,4,0.0,,0.0,,0.0
repli,472,153,4,VBD,VERB,replied,0.00044834113779017635,4,0.0,,0.0,,0.0
term,473,152,4,NNS,NOUN,terms,0.00044541080355625363,4,0.0,,0.0,,0.0
approach,474,152,4,VBG,VERB,approached,0.00044541080355625363,4,0.0,,0.0,,0.0
attend,475,151,4,NNS,NOUN,attendants,0.0004424804693223309,4,0.0,,0.0,,0.0
rise,476,151,4,VBG,VERB,rise,0.0004424804693223309,4,0.0,,0.0,,0.0
lay,477,151,4,VBD,VERB,lay,0.0004424804693223309,4,0.0,,0.0,,0.0
tri,478,151,4,VBD,VERB,tried,0.0004424804693223309,4,0.0,,0.0,,0.0
eastern,479,150,4,JJ,ADJ,eastern,0.0004395501350884082,4,0.0,,0.0,,0.0
gain,480,150,4,VBN,VERB,gained,0.0004395501350884082,4,0.0,,0.0,,0.0
advanc,481,150,4,NN,NOUN,advance,0.0004395501350884082,4,0.0,,0.0,,0.0
fall,482,150,4,NN,VERB,fall,0.0004395501350884082,4,0.0,,0.0,,0.0
develop,483,150,4,NN,NOUN,development,0.0004395501350884082,4,0.0,,0.0,,0.0
final,484,150,4,RB,ADV,finally,0.0004395501350884082,4,0.0,,0.0,,0.0
begin,485,149,4,NN,VERB,beginning,0.00043661980085448544,4,0.0,,0.0,,0.0
connect,486,149,4,NN,NOUN,connection,0.00043661980085448544,4,0.0,,0.0,,0.0
escap,487,149,4,NN,VERB,escape,0.00043661980085448544,4,0.0,,0.0,,0.0
wish,488,149,4,VBD,VERB,wished,0.00043661980085448544,4,0.0,,0.0,,0.0
yalu,489,149,4,NNP,NOUN,Yalu,0.00043661980085448544,4,0.0,,0.0,,0.0
crown,490,148,4,NNP,NOUN,Crown,0.00043368946662056273,4,0.0,,0.0,,0.0
evid,491,148,4,RB,ADV,evident,0.00043368946662056273,4,0.0,,0.0,,0.0
thought,492,147,4,VBD,VERB,thought,0.00043075913238664,4,0.0,,0.0,,0.0
object,493,147,4,NN,NOUN,object,0.00043075913238664,4,0.0,,0.0,,0.0
local,494,147,4,JJ,ADJ,local,0.00043075913238664,4,0.0,,0.0,,0.0
measur,495,147,4,NN,NOUN,measure,0.00043075913238664,4,0.0,,0.0,,0.0
remov,496,147,4,VBN,VERB,removed,0.00043075913238664,4,0.0,,0.0,,0.0
consist,497,147,4,VBZ,VERB,consists,0.00043075913238664,4,0.0,,0.0,,0.0
stori,498,147,4,NN,NOUN,story,0.00043075913238664,4,0.0,,0.0,,0.0
therefor,499,147,4,RB,ADV,therefore,0.00043075913238664,4,0.0,,0.0,,0.0
duti,500,147,4,NN,NOUN,duty,0.00043075913238664,4,0.0,,0.0,,0.0
consider,501,147,4,JJ,ADJ,considerable,0.00043075913238664,4,0.0,,0.0,,0.0
beyond,502,146,4,IN,OTHER,beyond,0.0004278287981527173,4,0.0,,0.0,,0.0
inform,503,146,4,NN,VERB,informed,0.0004278287981527173,4,0.0,,0.0,,0.0
leader,504,146,4,NNS,NOUN,leaders,0.0004278287981527173,4,0.0,,0.0,,0.0
empir,505,146,4,NN,NOUN,empire,0.0004278287981527173,4,0.0,,0.0,,0.0
sword,506,146,4,NN,NOUN,sword,0.0004278287981527173,4,0.0,,0.0,,0.0
seiz,507,145,4,VBN,VERB,seized,0.0004248984639187946,4,0.0,,0.0,,0.0
wood,508,145,4,NN,NOUN,wood,0.0004248984639187946,4,0.0,,0.0,,0.0
food,509,145,4,NN,NOUN,food,0.0004248984639187946,4,0.0,,0.0,,0.0
lost,510,145,4,VBN,VERB,lost,0.0004248984639187946,4,0.0,,0.0,,0.0
illustr,511,145,4,NN,NOUN,Illustration,0.0004248984639187946,4,0.0,,0.0,,0.0
administr,512,145,4,NN,NOUN,administration,0.0004248984639187946,4,0.0,,0.0,,0.0
lie,513,145,4,VBG,VERB,lying,0.0004248984639187946,4,0.0,,0.0,,0.0
examin,514,145,4,NN,NOUN,examination,0.0004248984639187946,4,0.0,,0.0,,0.0
moral,515,144,4,JJ,ADJ,moral,0.00042196812968487183,4,0.0,,0.0,,0.0
victori,516,144,4,NN,NOUN,victory,0.00042196812968487183,4,0.0,,0.0,,0.0
tai,517,144,3,NNP,NOUN,Tai,0.00042196812968487183,3,0.12493873660829993,5.6571472143989233e-05,0.0001697144164319677,4.8576491682853785e-05,7.922228389628274e-05
former,518,143,4,JJ,ADJ,former,0.0004190377954509491,4,0.0,,0.0,,0.0
futur,519,143,4,NN,NOUN,future,0.0004190377954509491,4,0.0,,0.0,,0.0
let,520,143,4,VB,VERB,let,0.0004190377954509491,4,0.0,,0.0,,0.0
arrang,521,143,4,NN,NOUN,arranged,0.0004190377954509491,4,0.0,,0.0,,0.0
journey,522,142,4,NN,NOUN,journey,0.0004161074612170264,4,0.0,,0.0,,0.0
servant,523,142,4,NNS,NOUN,servants,0.0004161074612170264,4,0.0,,0.0,,0.0
claim,524,142,4,NN,NOUN,claim,0.0004161074612170264,4,0.0,,0.0,,0.0
beauti,525,142,4,JJ,ADJ,beautiful,0.0004161074612170264,4,0.0,,0.0,,0.0
modern,526,141,4,JJ,ADJ,modern,0.0004131771269831037,4,0.0,,0.0,,0.0
cho,527,141,4,NNP,NOUN,Cho,0.0004131771269831037,4,0.0,,0.0,,0.0
occupi,528,141,4,VBN,VERB,occupied,0.0004131771269831037,4,0.0,,0.0,,0.0
admir,529,140,4,NNP,NOUN,Admiral,0.000410246792749181,4,0.0,,0.0,,0.0
dead,530,140,4,JJ,ADJ,dead,0.000410246792749181,4,0.0,,0.0,,0.0
valley,531,140,4,NN,NOUN,valley,0.000410246792749181,4,0.0,,0.0,,0.0
help,532,140,4,NN,VERB,help,0.000410246792749181,4,0.0,,0.0,,0.0
chin,533,140,4,NNP,NOUN,Chin,0.000410246792749181,4,0.0,,0.0,,0.0
occas,534,140,4,NN,NOUN,occasion,0.000410246792749181,4,0.0,,0.0,,0.0
frequent,535,139,4,RB,ADV,frequently,0.0004073164585152583,4,0.0,,0.0,,0.0
buddhism,536,139,4,NNP,NOUN,Buddhism,0.0004073164585152583,4,0.0,,0.0,,0.0
progress,537,138,4,NN,NOUN,progress,0.0004043861242813355,4,0.0,,0.0,,0.0
silk,538,138,4,NN,NOUN,silk,0.0004043861242813355,4,0.0,,0.0,,0.0
answer,539,138,4,NN,NOUN,answer,0.0004043861242813355,4,0.0,,0.0,,0.0
suffer,540,138,4,VBD,VERB,suffered,0.0004043861242813355,4,0.0,,0.0,,0.0
human,541,138,4,JJ,ADJ,human,0.0004043861242813355,4,0.0,,0.0,,0.0
tong,542,137,4,NNP,NOUN,Tong,0.0004014557900474128,4,0.0,,0.0,,0.0
heavi,543,137,4,JJ,ADJ,heavy,0.0004014557900474128,4,0.0,,0.0,,0.0
led,544,137,4,VBD,VERB,led,0.0004014557900474128,4,0.0,,0.0,,0.0
succeed,545,137,4,VBN,VERB,succeeded,0.0004014557900474128,4,0.0,,0.0,,0.0
keep,546,136,4,VB,VERB,keep,0.0003985254558134901,4,0.0,,0.0,,0.0
advis,547,136,4,NNP,NOUN,advised,0.0003985254558134901,4,0.0,,0.0,,0.0
languag,548,136,4,NN,NOUN,language,0.0003985254558134901,4,0.0,,0.0,,0.0
late,549,136,4,JJ,ADJ,late,0.0003985254558134901,4,0.0,,0.0,,0.0
rank,550,136,4,NN,NOUN,rank,0.0003985254558134901,4,0.0,,0.0,,0.0
danger,551,135,4,NN,NOUN,danger,0.0003955951215795674,4,0.0,,0.0,,0.0
whether,552,135,4,IN,OTHER,whether,0.0003955951215795674,4,0.0,,0.0,,0.0
soil,553,135,4,NN,NOUN,soil,0.0003955951215795674,4,0.0,,0.0,,0.0
burn,554,133,4,VBD,VERB,burned,0.00038973445311172195,4,0.0,,0.0,,0.0
aid,555,133,4,NN,NOUN,aid,0.00038973445311172195,4,0.0,,0.0,,0.0
suppos,556,133,4,VBN,VERB,supposed,0.00038973445311172195,4,0.0,,0.0,,0.0
fleet,557,132,4,NN,NOUN,fleet,0.0003868041188777992,4,0.0,,0.0,,0.0
ki,558,132,4,NNP,NOUN,Ki,0.0003868041188777992,4,0.0,,0.0,,0.0
magistr,559,132,4,NN,NOUN,magistrate,0.0003868041188777992,4,0.0,,0.0,,0.0
rest,560,132,4,NN,NOUN,rest,0.0003868041188777992,4,0.0,,0.0,,0.0
manner,561,132,4,NN,NOUN,manner,0.0003868041188777992,4,0.0,,0.0,,0.0
low,562,132,4,JJ,ADJ,low,0.0003868041188777992,4,0.0,,0.0,,0.0
gold,563,132,4,NN,NOUN,gold,0.0003868041188777992,4,0.0,,0.0,,0.0
hat,564,132,4,NNS,NOUN,hats,0.0003868041188777992,4,0.0,,0.0,,0.0
monasteri,565,132,4,NNS,NOUN,monastery,0.0003868041188777992,4,0.0,,0.0,,0.0
polic,566,131,4,NN,NOUN,police,0.00038387378464387647,4,0.0,,0.0,,0.0
fortress,567,131,4,NN,NOUN,fortress,0.00038387378464387647,4,0.0,,0.0,,0.0
perhap,568,131,4,RB,ADV,perhaps,0.00038387378464387647,4,0.0,,0.0,,0.0
record,569,131,4,NNS,NOUN,records,0.00038387378464387647,4,0.0,,0.0,,0.0
mark,570,131,4,NN,VERB,marked,0.00038387378464387647,4,0.0,,0.0,,0.0
priest,571,131,4,NN,NOUN,priest,0.00038387378464387647,4,0.0,,0.0,,0.0
accompani,572,131,4,VBN,VERB,accompanied,0.00038387378464387647,4,0.0,,0.0,,0.0
readi,573,131,4,JJ,ADJ,ready,0.00038387378464387647,4,0.0,,0.0,,0.0
difficult,574,131,4,JJ,ADJ,difficult,0.00038387378464387647,4,0.0,,0.0,,0.0
friendli,575,130,4,JJ,ADJ,friendly,0.00038094345040995376,4,0.0,,0.0,,0.0
method,576,130,4,NNS,NOUN,methods,0.00038094345040995376,4,0.0,,0.0,,0.0
idea,577,130,4,NN,NOUN,idea,0.00038094345040995376,4,0.0,,0.0,,0.0
quit,578,130,4,RB,ADV,quite,0.00038094345040995376,4,0.0,,0.0,,0.0
till,579,129,4,NN,VERB,till,0.00037801311617603105,4,0.0,,0.0,,0.0
sin,580,129,4,NNP,NOUN,Sin,0.00037801311617603105,4,0.0,,0.0,,0.0
protect,581,129,4,NN,NOUN,protection,0.00037801311617603105,4,0.0,,0.0,,0.0
abl,582,129,4,JJ,ADJ,able,0.00037801311617603105,4,0.0,,0.0,,0.0
lead,583,129,4,VBG,VERB,leading,0.00037801311617603105,4,0.0,,0.0,,0.0
seven,584,129,4,CD,OTHER,seven,0.00037801311617603105,4,0.0,,0.0,,0.0
agricultur,585,128,4,NNP,NOUN,agricultural,0.00037508278194210834,4,0.0,,0.0,,0.0
stream,586,128,4,NN,NOUN,stream,0.00037508278194210834,4,0.0,,0.0,,0.0
kitan,587,128,2,NNP,NOUN,Kitan,0.00037508278194210834,2,0.3010299956639812,0.00017420570335021192,0.00034841140670042385,0.00017420570335021192,0.0003093976695744543
chiefli,588,128,3,NN,NOUN,chiefly,0.00037508278194210834,3,0.12493873660829993,5.2697706495688456e-05,0.00015809311948706536,6.025373372594484e-05,7.402738003423141e-05
